title,link,rating,price
"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0MTY0NjU2MzAyODg1MDU1OjE3NTA3MjE2Mzk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA4MjEzMjo6NDo6&url=%2FHP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3D1e50f859-e005-40fe-b90f-361bf181c0e0%26pd_rd_w%3DwEpNX%26pd_rd_wg%3DTU3Md%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DKJ6Y1GK5Z96VV6JS7D7P%26qid%3D1750721639%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-181-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.0 out of 5 stars,"50,490"
"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNjQwMTE3NjM0ODM2MjE2OjE3NTA3MjE1NjY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA4MjEzMjo6Mjo6&url=%2FHP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%253Aamzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3D38f0d0bd-16b9-4fbc-ad82-68d7f51f2215%26pd_rd_w%3DlvXVL%26pd_rd_wg%3D83Xnd%26pf_rd_p%3D0ec29fff-e589-42c1-a226-6d7b30a9905a%26pf_rd_r%3DS666GCWP5QVG6AM1PVM1%26qid%3D1750721566%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-3-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.0 out of 5 stars,"50,490"
"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu",https://amazon.in/sspa/click?ie=UTF8&spc=MToyOTAyODczMjU0Mjg0MzcwOjE3NTA3MjE2MTI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA4MjEzMjo6Mjo6&url=%2FHP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3D60c1670c-cff9-471d-abbb-83717ee0fd83%26pd_rd_w%3DMqmp7%26pd_rd_wg%3D7wdFn%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3D3BQHSRPQ7MT2R33TKG37%26qid%3D1750721612%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-147-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.0 out of 5 stars,"50,490"
"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu",https://amazon.in/HP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu/dp/B0D4M66F6R/ref=sr_1_120?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.IXqIg1mhYqJYvYCHLmZd7Yx-428eVLAPMydS9vmJwmEYYgsLYqVhPDdQ7vPDH6mL31aexkv4_ShduM6NwEVFmjaOPEMWne-ppi3xwI1mDpfuK6hLLkA1Y-yXTF4sGDNxeR2YFuXxzYD6bORkaz9z1GJqsk5ckxte8Y5c4Pltvyiy6hlJIY56ygFUOhm1z8UGe1SMv1vgl0yXtAL-4HcpWVQKLyBCWLdshLRAp62biTM.DhPPOC-DFMAhlab5iHnuL5TwCWTHM8ffjtdn7jWcn9g&dib_tag=se&keywords=Laptop+i9&qid=1750721605&sprefix=laptop%2Caps%2C207&sr=8-120,4.0 out of 5 stars,"50,490"
"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu",https://amazon.in/sspa/click?ie=UTF8&spc=MToyMTQyMDIwODMyNDMzODUzOjE3NTA3MjE1OTQ6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA4MjEzMjo6NDo6&url=%2FHP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3D91766e85-2c67-46cb-b955-7bfa3dd504e3%26pd_rd_w%3DBrurm%26pd_rd_wg%3DxeSPR%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3D71E48SGEPQK8M7AT19MQ%26qid%3D1750721594%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-85-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=ZAZ,4.0 out of 5 stars,"50,490"
"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNjAxMTYyMTg3NDc3MjQ5OjE3NTA3MjE1NjI6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA4MjEzMjo6NDo6&url=%2FHP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%253Aamzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3D211d56a1-c7d7-4ae2-809b-02a205eec982%26pd_rd_w%3Dn5boz%26pd_rd_wg%3DADBrP%26pf_rd_p%3D0ec29fff-e589-42c1-a226-6d7b30a9905a%26pf_rd_r%3DDCSPNPC35CGJS0DGM690%26qid%3D1750721562%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-5-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.0 out of 5 stars,"50,490"
"HP 15, 12th Gen Intel Core i5-1235U Laptop (16GB DDR4, 512GB SSD) Anti-Glare, 15.6""/39.6cm, FHD, Win 11, MSO 21, Silver, 1.69kg, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu/fd0111tu",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDkyNTUxMzUyNDE4Nzk6MTc1MDcyMTU4NzpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNDU2MjIyMDgyMTMyOjozOjo&url=%2FHP-i5-1235U-Anti-Glare-Micro-Edge-fy5009tu%2Fdp%2FB0D4M66F6R%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0D4M66F6R%26pd_rd_r%3D298b1780-b853-4d4e-88a5-c0edaf787c00%26pd_rd_w%3DDPew4%26pd_rd_wg%3DN1bVl%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3D3V5RQN8JXDPJ7W9KFWN5%26qid%3D1750721587%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-68-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.0 out of 5 stars,"50,490"
"Lenovo 14 (2025), Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021",https://amazon.in/Lenovo-14-Intel-Core-1255U/dp/B0F6QGZHG2/ref=sr_1_18?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.CtVc_vQJS6us9Ev6wZOSbIw7tdtxlM0EJ5OCJucaMQ3J73OtWD-1qiMDWKtx4CQx2_Y_scKUvumwDH-2hNf3E3QA7HomtYBPv7XnhH2COmc1Y0quwE88eQJfSsZhgUzYm8xgkE_gv4p-aIbEWlNzb7I_3XxZg9a6Ub0bQFfX0XHnNHP_j_oYOWhQD06wgVnIsYwRZtqMTSOWf_soEPGlzeJa-v2orAczQZocKALv83o.A45V1jR2BMLUcBTDbhd8wll5LtBTnf702hiLLseC9KU&dib_tag=se&keywords=Laptop+i9&qid=1750721566&sprefix=laptop%2Caps%2C207&sr=8-18,3.6 out of 5 stars,"49,990"
"Lenovo 14 (2025), Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.4 kg/MS Office 2021",https://amazon.in/Lenovo-14-Intel-Core-1255U/dp/B0F6QGZHG2/ref=sr_1_18?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.CtVc_vQJS6us9Ev6wZOSbIw7tdtxlM0EJ5OCJucaMQ3J73OtWD-1qiMDWKtx4CQx2_Y_scKUvumwDH-2hNf3E3QA7HomtYBPv7XnhH2COmf-3i-REIgJtNTgE8O99cPj1JQGS0nXyMhknz7l1UsOPbI_3XxZg9a6Ub0bQFfX0XHnNHP_j_oYOWhQD06wgVnIsYwRZtqMTSOWf_soEPGlzeJa-v2orAczQZocKALv83o.nKmCLc6RTii7EMvosjbY4QHNxVSF4GZ-bMWC2DYZf14&dib_tag=se&keywords=Laptop+i9&qid=1750721562&sprefix=laptop%2Caps%2C207&sr=8-18,3.6 out of 5 stars,"49,990"
"Dell Vostro 15-3520 Laptop - 15.6"" FHD 1920x1080, 12th Gen Intel Core i5-1235U, 16GB DDR4 RAM, 512GB, Standard Keyboard, Win 11 + Office H&S 2021, Carbon Black, 1 Year Onsite Hardware Service, 1.69 Kg",https://amazon.in/Dell-15-Processor-Antivirus-Spill-Resistant/dp/B0BQJ7WR2R/ref=sr_1_174?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.jlnZ87tH0vnoj-N9t-xhQIyTzn49B6dX2WR-AyD73RZocejv9Q_0R7vXCosGL4xPNTamtDtGBJ8pjtKvRQrTYE1v8-7bPMrlcoMyS8OYCsjLB8vonadMGj5Fqj9WGhBCu3psVIp7l_PQZ8ryfebjCOfaIZa2shoXy95QwToyqox29y7wWwf-33oyWYU6V8i8l_mmeb_A4BEMxiodJmk8oE7B-zi5VyVWLhFhiGYwPNY.ffVCg82IcWdGJ4oZTqH5mX-gkG8_Q0zqQE7dXatkhps&dib_tag=se&keywords=Laptop+i9&qid=1750721635&sprefix=laptop%2Caps%2C207&sr=8-174,3.7 out of 5 stars,"49,761"
"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MS Office Home 2024, Grey, 1.37Kg, 83EQ0072IN, Alexa Built-in, 3 mon. Game Pass Laptop",https://amazon.in/Lenovo-IdeaPad-i5-12450H-Windows-83EQ0072IN/dp/B0DP7BZ8FD/ref=sr_1_84?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.rUDnItKqaiDaAjOJr-Z2ecS9xuP7UrVkhXo5azXwUYfqLmewOmUTt0NDEDGYhWxjTUzX0WoY7qf8EKQMDi6NrRtdaze-bNv5a8c7H4P6laKNsZGn_4KojqIMCbd2B97Z5M2mcfR_I7rWvrphPTZZaJGc2_HyxIWCbsMvL86TeUHyVYVJsomE0A5doBIaRWt4GJZn1QfAF_IOFBvf30OBCMMWACKPBVvsun5mcwYRpP0.Db_I8X9FnJM6d8SjvP-nSNV3XEo2XdlqVV6nScYKxNg&dib_tag=se&keywords=Laptop+i9&qid=1750721587&sprefix=laptop%2Caps%2C207&sr=8-84,3.9 out of 5 stars,"48,990"
"ASUS Vivobook 15,13th Gen,Intel Core i5-1335U,Thin & Light (Intel Iris Xᵉ iGPU/16GB RAM/512GB SSD/FHD/15.6""/60Hz/Backlit Keyboard/42WHrs/Windows 11/Office 2021/Cool Silver/1.70 kg) X1504VA-NJ540WS",https://amazon.in/ASUS-Vivobook-i5-1335U-15-6-inch-X1504VA-NJ540WS/dp/B0D4TGZG1H/ref=sr_1_176?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.jlnZ87tH0vnoj-N9t-xhQIyTzn49B6dX2WR-AyD73RZocejv9Q_0R7vXCosGL4xPNTamtDtGBJ8pjtKvRQrTYE1v8-7bPMrlcoMyS8OYCsjLB8vonadMGj5Fqj9WGhBCu3psVIp7l_PQZ8ryfebjCOfaIZa2shoXy95QwToyqox29y7wWwf-33oyWYU6V8i8l_mmeb_A4BEMxiodJmk8oE7B-zi5VyVWLhFhiGYwPNY.ffVCg82IcWdGJ4oZTqH5mX-gkG8_Q0zqQE7dXatkhps&dib_tag=se&keywords=Laptop+i9&qid=1750721635&sprefix=laptop%2Caps%2C207&sr=8-176,3.4 out of 5 stars,"48,990"
"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD, 14""/35.5cm, Windows 11, MS Office Home 2024, Grey, 1.37Kg, 83EQ0072IN, Alexa Built-in, 3 mon. Game Pass Laptop",https://amazon.in/Lenovo-IdeaPad-i5-12450H-Windows-83EQ0072IN/dp/B0DP7BZ8FD/ref=sr_1_81?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.WWSHczifcvvuADa-kTIh3QW_LlSjhDb8NF2mc9Lr7fHLcvRTtuPARgdroPCBxsUaxGso_jB6KKVCoTTyIB2HVHPCG2s_4NwBdJwrBQIryknFFnZTUyEIT826A_AJ1hoLa61GkqvYtDekSPCGpDtOGIr2XpcC1cpdDlUNu0Bpknf0cTNb8nw-RX9pQodO5SaWG6IKGc1biKuXfsxJuLBn90_a7KW92AEHIdq03Kw1WTU.u596WSkSYp3bJmHna159OMFGkAPlUx-QJRNf_3MdXwc&dib_tag=se&keywords=Laptop+i9&qid=1750721594&sprefix=laptop%2Caps%2C207&sr=8-81,3.9 out of 5 stars,"48,990"
"Lenovo IdeaPad Slim 3, Intel Core i5-12450H 12th Gen, 16GB RAM, 512GB SSD, FHD 250Nits, 14""/35.5cm, Windows 11, MSOffice 21, Grey, 1.37Kg, 83EQ005VIN,1Yr Warranty,Alexa Built-in,3 mon. GamePass Laptop",https://amazon.in/Lenovo-IdeaPad-i5-12450H-Warranty-83EQ005VIN/dp/B0D6MPVN7B/ref=sr_1_152?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.3Vg4kuC3iEcDvmrU4WoLy5EVQAKg1LFS8-PHXXeE9qCLQF8gkMwF9QgodpjFTOt9jSnZbJb-hg8slydzbPPvL0C2HmUvTZy_ZmVQdmUvMPmedi0UhkgIT06yyPZmMX9wa9rR9wdGYO1Ys1r7AmR20vQE7aUy-InKQImt1vfcdkRXO1LIl_hjP6NoXj8WFPIN2xljTAU9V1vmQSrDxxpEFSeJYFDLG6tltaazI91aUuI.AHk7NHlJRMITKRjAHjb8Daw7rN1fyTQQV46e5UFrGkw&dib_tag=se&keywords=Laptop+i9&qid=1750721612&sprefix=laptop%2Caps%2C207&sr=8-152,3.9 out of 5 stars,"48,550"
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11 Home/AMD Radeon Graphics/Backlit/FPR/Office H&S 2021/Black/1.41 kg), 21JRS00T00",https://amazon.in/Lenovo-ThinkPad-Graphics-Keyboard-21JRS00T00/dp/B0C7J16NYC/ref=sr_1_162?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.3Vg4kuC3iEcDvmrU4WoLy5EVQAKg1LFS8-PHXXeE9qCLQF8gkMwF9QgodpjFTOt9jSnZbJb-hg8slydzbPPvL0C2HmUvTZy_ZmVQdmUvMPmedi0UhkgIT06yyPZmMX9wa9rR9wdGYO1Ys1r7AmR20vQE7aUy-InKQImt1vfcdkRXO1LIl_hjP6NoXj8WFPIN2xljTAU9V1vmQSrDxxpEFSeJYFDLG6tltaazI91aUuI.AHk7NHlJRMITKRjAHjb8Daw7rN1fyTQQV46e5UFrGkw&dib_tag=se&keywords=Laptop+i9&qid=1750721612&sprefix=laptop%2Caps%2C207&sr=8-162,4.2 out of 5 stars,"47,990"
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Win 11 Home/AMD Radeon Graphics/Backlit/FPR/Office H&S 2021/Black/1.41 kg), 21JRS00T00",https://amazon.in/Lenovo-ThinkPad-Graphics-Keyboard-21JRS00T00/dp/B0C7J16NYC/ref=sr_1_163?crid=15DEBI9LO0CQM&dib=eyJ2IjoiMSJ9.jlnZ87tH0vnoj-N9t-xhQIyTzn49B6dX2WR-AyD73RZocejv9Q_0R7vXCosGL4xPNTamtDtGBJ8pjtKvRQrTYE1v8-7bPMrlcoMyS8OYCsjLB8vonadMGj5Fqj9WGhBCu3psVIp7l_PQZ8ryfebjCOfaIZa2shoXy95QwToyqox29y7wWwf-33oyWYU6V8i8l_mmeb_A4BEMxiodJmk8oE7B-zi5VyVWLhFhiGYwPNY.ffVCg82IcWdGJ4oZTqH5mX-gkG8_Q0zqQE7dXatkhps&dib_tag=se&keywords=Laptop+i9&qid=1750721635&sprefix=laptop%2Caps%2C207&sr=8-163,4.2 out of 5 stars,"47,990"
"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG",https://amazon.in/sspa/click?ie=UTF8&spc=MToyNjQwMTE3NjM0ODM2MjE2OjE3NTA3MjE1NjY6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA3OTczMjo6NDo6&url=%2FAcer-i5-12450H-Windows11Home-AL15-52H-Keyboard%2Fdp%2FB0DDL495SX%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%253Aamzn1.sym.0ec29fff-e589-42c1-a226-6d7b30a9905a%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0DDL495SX%26pd_rd_r%3D38f0d0bd-16b9-4fbc-ad82-68d7f51f2215%26pd_rd_w%3DlvXVL%26pd_rd_wg%3D83Xnd%26pf_rd_p%3D0ec29fff-e589-42c1-a226-6d7b30a9905a%26pf_rd_r%3DS666GCWP5QVG6AM1PVM1%26qid%3D1750721566%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-5-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.0 out of 5 stars,"47,900"
"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NDkyNTUxMzUyNDE4Nzk6MTc1MDcyMTU4NzpzcF9zZWFyY2hfdGhlbWF0aWM6MzAwNDU2MjIyMDc5NzMyOjo0Ojo&url=%2FAcer-i5-12450H-Windows11Home-AL15-52H-Keyboard%2Fdp%2FB0DDL495SX%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0DDL495SX%26pd_rd_r%3D298b1780-b853-4d4e-88a5-c0edaf787c00%26pd_rd_w%3DDPew4%26pd_rd_wg%3DN1bVl%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3D3V5RQN8JXDPJ7W9KFWN5%26qid%3D1750721587%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-69-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=DUB,4.0 out of 5 stars,"47,900"
"Acer[SmartChoice Aspire Lite 12thGen Intel Core i5-12450H Premium Laptop(Win11Home/16GB RAM/512GB SSD/IntelUHD Graphics/MSO)AL15-52H, 39.62cm(15.6"") FHD IPS Display,Backlit Keyboard,Pure Silver, 1.7KG",https://amazon.in/sspa/click?ie=UTF8&spc=MTo1MDM5MTY1NjEzNDAyNTcyOjE3NTA3MjE2NDM6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ1NjIyMjA3OTczMjo6NDo6&url=%2FAcer-i5-12450H-Windows11Home-AL15-52H-Keyboard%2Fdp%2FB0DDL495SX%2Fref%3Dsxin_23_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%253Aamzn1.sym.24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26crid%3D15DEBI9LO0CQM%26cv_ct_cx%3DLaptop%2Bi9%26keywords%3DLaptop%2Bi9%26pd_rd_i%3DB0DDL495SX%26pd_rd_r%3D3fdad569-422b-4cb8-9a23-330578876a2b%26pd_rd_w%3D3bkiE%26pd_rd_wg%3DQiccF%26pf_rd_p%3D24e1f0fb-6b39-49f5-b34a-4ebef8eaef82%26pf_rd_r%3DDZT3M44Z3P7QVHT038FN%26qid%3D1750721643%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C207%26sr%3D1-197-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&cr=ZAZ,4.0 out of 5 stars,"47,900"
